element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,1,"=""766.091""","=""0.010""","=""766.0898""","=""0.0041""","=""4""","=""""",,"=""29479.32""","=""42532.62""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""766.699""","=""0.010""","=""766.6948""","=""0.0041""","=""200""","=""3.80e+05""",C,"=""18280.48""","=""31323.48""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""766.906""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""767.183""","=""0.010""","=""767.1759""","=""0.0041""","=""1""","=""""",,"=""29479.32""","=""42514.14""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""767.440""","=""0.010""","=""767.4367""","=""0.0041""","=""15""","=""""",,"=""22476.68""","=""35507.07""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""767.772""","=""0.010""","=""767.7649""","=""0.0041""","=""20""","=""""",,"=""28392.70""","=""41417.52""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""767.909""","=""0.010""","=""767.9035""","=""0.0041""","=""6""","=""""",,"=""22476.68""","=""35499.15""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""768.068""","=""0.010""","=""768.0645""","=""0.0041""","=""6""","=""""",,"=""29430.50""","=""42450.24""","=""""","=""""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
W,1,"=""768.129""","=""0.010""","=""768.1247""","=""0.0041""","=""40""","=""6.e+03""",E,"=""13348.56""","=""26367.28""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""768.223""","=""0.010""","=""768.2220""","=""0.0041""","=""1""","=""""",,"=""21448.76""","=""34465.83""","=""5d4.6s.(6D).6p""","=""7F*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153,L416""",
W,1,"=""768.341""","=""0.010""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""769.109""","=""0.010""","=""769.1077""","=""0.0041""","=""80""","=""""",,"=""19826.04""","=""32828.12""","=""5d4.6s2""","=""3G""","=""5""","=""5d4.6s.(6D).6p""","=""5D*""","=""4""",,"=""""","=""L153""",
W,1,"=""769.209""","=""0.010""","=""769.2047""","=""0.0041""","=""25""","=""""",,"=""19827.68""","=""32828.12""","=""5d5.(4P).6s""","=""5P""","=""3""","=""5d4.6s.(6D).6p""","=""5D*""","=""4""",,"=""""","=""L153""",
W,1,"=""769.492""","=""0.010""","=""769.4912""","=""0.0041""","=""6""","=""""",,"=""32378.40""","=""45374.00""","=""5d5.(2D3).6s""","=""3D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""769.602""","=""0.010""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""769.648""","=""0.010""","=""769.6410""","=""0.0041""","=""3""","=""""",,"=""40923.83""","=""53916.90""","=""""","=""*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L153""",
W,1,"=""769.816""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""770.012""","=""0.010""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""770.160""","=""0.010""","=""770.1609""","=""0.0042""","=""20""","=""""",,"=""24789.66""","=""37773.96""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""770.313""","=""0.010""","=""770.3104""","=""0.0042""","=""40""","=""""",,"=""19256.24""","=""32238.02""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""770.366""","=""0.010""","=""770.3668""","=""0.0042""","=""1""","=""""",,"=""32135.94""","=""45116.77""","=""5d5.(4G).6s""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""770.475""","=""0.010""","=""770.4760""","=""0.0042""","=""2w""","=""""",,"=""33952.85""","=""46931.84""","=""5d5.(4D).6s""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
W,1,"=""770.612""","=""0.010""","=""770.6119""","=""0.0042""","=""1w""","=""""",,"=""34465.83""","=""47442.53""","=""""","=""""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153,L416""",
W,1,"=""770.770""","=""0.010""","=""770.7676""","=""0.0042""","=""6""","=""""",,"=""23930.08""","=""36904.16""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""770.892""","=""0.010""","=""770.8912""","=""0.0042""","=""5w""","=""""",,"=""39030.25""","=""52002.25""","=""""","=""*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153""",
W,1,"=""771.320""","=""0.010""","=""771.3252""","=""0.0042""","=""1""","=""""",,"=""28233.44""","=""41198.14""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153c23""",
W,1,"=""772.362""","=""0.010""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""772.419""","=""0.010""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""772.547""","=""0.010""","=""772.5420""","=""0.0042""","=""12""","=""""",,"=""23930.08""","=""36874.36""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""772.894""","=""0.010""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""772.920""","=""0.010""","=""772.9170""","=""0.0042""","=""20""","=""""",,"=""28233.44""","=""41171.44""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""773.149""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""773.419""","=""0.010""","=""773.4179""","=""0.0042""","=""4""","=""""",,"=""38355.84""","=""51285.46""","=""""","=""*""","=""1""","=""""","=""""","=""0""",,"=""""","=""L153""",
W,1,"=""773.842""","=""0.010""","=""773.8339""","=""0.0042""","=""8""","=""""",,"=""13307.10""","=""26229.77""","=""5d4.6s2""","=""3P2""","=""1""","=""5d5.(6S).6p""","=""7P*""","=""2""",,"=""""","=""L153""",
W,1,"=""774.821""","=""0.010""","=""774.8178""","=""0.0042""","=""20""","=""""",,"=""28291.88""","=""41198.14""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""774.920""","=""0.010""","=""774.9181""","=""0.0042""","=""3""","=""""",,"=""33201.61""","=""46106.20""","=""5d5.(2G2).6s""","=""3G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153,L416""",
W,1,"=""775.178""","=""0.010""","=""775.1746""","=""0.0042""","=""6""","=""""",,"=""28204.20""","=""41104.52""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""775.705""","=""0.010""","=""775.7013""","=""0.0042""","=""6""","=""""",,"=""23982.80""","=""36874.36""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""776.072""","=""0.010""","=""776.0685""","=""0.0042""","=""20""","=""""",,"=""17701.18""","=""30586.64""","=""5d4.6s2""","=""3F2""","=""3""","=""5d4.6s.(6D).6p""","=""5P*""","=""3""",,"=""""","=""L153""",
W,1,"=""776.330""","=""0.010""","=""776.3246""","=""0.0042""","=""40""","=""""",,"=""13348.56""","=""26229.77""","=""5d4.6s2""","=""3G""","=""3""","=""5d5.(6S).6p""","=""7P*""","=""2""",,"=""""","=""L153""",
W,1,"=""776.375""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""777.379""","=""0.010""","=""777.3789""","=""0.0042""","=""6""","=""""",,"=""38259.40""","=""51123.14""","=""""","=""*""","=""4""","=""5d4.6s.(6D).7s""","=""5D""","=""4""",,"=""""","=""L153""",
W,1,"=""777.466""","=""0.010""","=""777.4647""","=""0.0042""","=""8""","=""""",,"=""28720.88""","=""41583.20""","=""5d5.(4P).6s""","=""3P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""777.682""","=""0.010""","=""777.6800""","=""0.0042""","=""10""","=""""",,"=""35116.78""","=""47975.54""","=""""","=""*""","=""4""","=""5d4.6s.(6D).7s""","=""7D""","=""4""",,"=""""","=""L153""",
W,1,"=""777.887""","=""0.010""","=""777.8820""","=""0.0042""","=""30""","=""""",,"=""24610.88""","=""37466.30""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""777.995""","=""0.010""","=""778.0006""","=""0.0042""","=""6""","=""""",,"=""30374.20""","=""43227.66""","=""5d4.6s2""","=""3F1""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""778.185""","=""0.010""","=""778.1774""","=""0.0042""","=""5""","=""""",,"=""28347.60""","=""41198.14""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""778.491""","=""0.010""","=""778.4900""","=""0.0042""","=""12""","=""""",,"=""26861.64""","=""39707.02""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""778.629""","=""0.010""","=""778.6270""","=""0.0042""","=""100""","=""""",,"=""18974.51""","=""31817.63""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""778.779""","=""0.010""","=""778.7774""","=""0.0042""","=""3""","=""""",,"=""13348.56""","=""26189.20""","=""5d4.6s2""","=""3G""","=""3""","=""5d4.6s.(6D).6p""","=""7D*""","=""3""",,"=""""","=""L153""",
W,1,"=""779.227""","=""0.010""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""779.547""","=""0.010""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""779.972""","=""0.010""","=""779.9698""","=""0.0043""","=""5""","=""""",,"=""29430.50""","=""42251.51""","=""""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
W,1,"=""780.054""","=""0.010""","=""780.0464""","=""0.0043""","=""6""","=""""",,"=""15069.93""","=""27889.68""","=""5d4.6s2""","=""3H""","=""5""","=""5d5.(6S).6p""","=""7P*""","=""4""",,"=""""","=""L153""",
W,1,"=""780.179""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""780.375""","=""0.010""","=""780.3721""","=""0.0043""","=""8""","=""""",,"=""33291.80""","=""46106.20""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""780.480""","=""0.010""","=""780.4793""","=""0.0043""","=""2""","=""""",,"=""28291.88""","=""41104.52""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""780.802""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""780.896""","=""0.010""","=""780.8937""","=""0.0043""","=""8""","=""""",,"=""17107.01""","=""29912.85""","=""5d4.6s2""","=""3F2""","=""4""","=""5d4.6s.(6D).6p""","=""5D*""","=""3""",,"=""""","=""L153""",
W,1,"=""781.111""","=""0.010""","=""781.1084""","=""0.0043""","=""60""","=""4.9e+04""",C,"=""14976.18""","=""27778.50""","=""5d4.6s2""","=""3D""","=""2""","=""5d4.6s.(6D).6p""","=""5D*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""781.459""","=""0.010""","=""781.4557""","=""0.0043""","=""7""","=""""",,"=""32217.91""","=""45014.54""","=""""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
W,1,"=""782.129""","=""0.010""","=""782.1287""","=""0.0043""","=""1""","=""""",,"=""41871.94""","=""54657.56""","=""""","=""*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L153c23""",
W,1,"=""782.182""","=""0.010""","=""782.1807""","=""0.0043""","=""7""","=""""",,"=""26861.64""","=""39646.41""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""782.243""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""782.597""","=""0.010""","=""782.5902""","=""0.0043""","=""40""","=""""",,"=""29460.98""","=""42239.06""","=""5d5.(2I).6s""","=""3I""","=""7""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""782.779""","=""0.010""","=""782.7801""","=""0.0043""","=""3""","=""""",,"=""26861.64""","=""39636.62""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""782.901""","=""0.010""","=""782.8990""","=""0.0043""","=""3""","=""""",,"=""31077.80""","=""43850.84""","=""""","=""""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
W,1,"=""782.957""","=""0.010""","=""782.9511""","=""0.0043""","=""15""","=""""",,"=""29479.32""","=""42251.51""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""783.798""","=""0.010""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""783.894""","=""0.010""","=""783.8883""","=""0.0043""","=""5""","=""""",,"=""28347.60""","=""41104.52""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""784.100""","=""0.010""","=""784.0899""","=""0.0043""","=""4""","=""""",,"=""39183.20""","=""51936.84""","=""""","=""*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L153""",
W,1,"=""784.166""","=""0.010""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""784.711""","=""0.010""","=""784.7064""","=""0.0037""","=""7""","=""""",,"=""23930.08""","=""36673.70""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""784.849""","=""0.010""","=""""","=""""","=""5w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""785.209""","=""0.010""","=""785.2086""","=""0.0037""","=""2""","=""""",,"=""23455.02""","=""36190.49""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""786.563""","=""0.010""","=""786.5630""","=""0.0037""","=""60""","=""1.2e+05""",D,"=""20427.84""","=""33141.38""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""786.920""","=""0.010""","=""786.9177""","=""0.0037""","=""50""","=""2.09e+04""",D,"=""16431.31""","=""29139.12""","=""5d4.6s2""","=""3G""","=""4""","=""5d4.6s.(6D).6p""","=""5F*""","=""3""",,"=""T4976""","=""L153""",
W,1,"=""787.968""","=""0.010""","=""787.9662""","=""0.0037""","=""15""","=""""",,"=""23982.80""","=""36673.70""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""788.065""","=""0.010""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""788.257""","=""0.010""","=""788.2494""","=""0.0037""","=""70""","=""1.8e+04""",E,"=""14976.18""","=""27662.52""","=""5d4.6s2""","=""3D""","=""2""","=""5d4.6s.(6D).6p""","=""5F*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""788.533""","=""0.010""","=""788.5304""","=""0.0037""","=""10""","=""""",,"=""32238.02""","=""44919.84""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""7D""","=""2""",,"=""""","=""L153""",
W,1,"=""788.713""","=""0.010""","=""788.7082""","=""0.0037""","=""7""","=""""",,"=""29853.66""","=""42532.62""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""788.742""","=""0.010""","=""788.7343""","=""0.0037""","=""6""","=""""",,"=""28233.44""","=""40911.98""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""788.865""","=""0.010""","=""788.8613""","=""0.0037""","=""80""","=""3.0e+04""",C,"=""13307.10""","=""25983.60""","=""5d4.6s2""","=""3P2""","=""1""","=""5d4.6s.(6D).6p""","=""5F*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""789.498""","=""0.010""","=""789.4947""","=""0.0037""","=""5""","=""""",,"=""17107.01""","=""29773.34""","=""5d4.6s2""","=""3F2""","=""4""","=""5d4.6s.(6D).6p""","=""7D*""","=""5""",,"=""""","=""L153""",
W,1,"=""789.625""","=""0.010""","=""789.6275""","=""0.0037""","=""2""","=""""",,"=""28204.20""","=""40868.40""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""789.678""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""789.865""","=""0.010""","=""789.8595""","=""0.0037""","=""6""","=""""",,"=""29853.66""","=""42514.14""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""790.400""","=""0.010""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""790.747""","=""0.010""","=""790.7420""","=""0.0038""","=""40""","=""""",,"=""22852.80""","=""35499.15""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""790.854""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""791.139""","=""0.010""","=""791.1330""","=""0.0038""","=""40""","=""""",,"=""22476.68""","=""35116.78""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""791.482""","=""0.010""","=""791.4799""","=""0.0038""","=""8""","=""""",,"=""17008.50""","=""29643.06""","=""5d4.6s2""","=""3H""","=""6""","=""5d4.6s.(6D).6p""","=""7F*""","=""6""",,"=""""","=""L153""",
W,1,"=""791.649""","=""0.010""","=""791.6434""","=""0.0038""","=""15""","=""""",,"=""28291.88""","=""40923.83""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""791.982""","=""0.010""","=""791.9776""","=""0.0038""","=""5""","=""""",,"=""27849.80""","=""40476.42""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""792.045""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""793.618""","=""0.010""","=""793.6212""","=""0.0038""","=""6""","=""""",,"=""28898.96""","=""41499.43""","=""5d4.6s2""","=""3P1""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""794.310""","=""0.010""","=""794.3083""","=""0.0038""","=""120""","=""5.0e+04""",D,"=""13777.71""","=""26367.28""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""794.964""","=""0.010""","=""794.9650""","=""0.0038""","=""7""","=""""",,"=""35499.15""","=""48078.32""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""5D""","=""2""",,"=""""","=""L153""",
W,1,"=""795.031""","=""0.010""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""795.136""","=""0.010""","=""795.1325""","=""0.0038""","=""5""","=""""",,"=""28291.88""","=""40868.40""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""795.522""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""795.760""","=""0.010""","=""795.7615""","=""0.0038""","=""25""","=""""",,"=""28204.20""","=""40770.78""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""795.925""","=""0.010""","=""795.9204""","=""0.0038""","=""40""","=""""",,"=""19253.56""","=""31817.63""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""796.795""","=""0.010""","=""796.7899""","=""0.0038""","=""5""","=""""",,"=""38355.84""","=""50906.20""","=""""","=""*""","=""1""","=""""","=""""","=""1""",,"=""""","=""L153""",
W,1,"=""796.933""","=""0.010""","=""796.9321""","=""0.0038""","=""20""","=""""",,"=""29430.50""","=""41978.62""","=""""","=""""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153,L416""",
W,1,"=""797.034""","=""0.010""","=""797.0299""","=""0.0038""","=""2""","=""""",,"=""39636.62""","=""52183.20""","=""""","=""*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L153""",
W,1,"=""797.757""","=""0.010""","=""797.7554""","=""0.0038""","=""10""","=""""",,"=""31389.08""","=""43924.25""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""797.937""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""798.173""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""798.328""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
